"job_title","job_description"
"Administration Clerk","Roles & ResponsibilitiesInteract with customers pertaining to enquiries and follow-up actions
Working with a team of sales and after service staff, Engineers, Technicians
To maintain data base of customers, updating records and information
To source parts, prepare quotation, work order and invoices
Make schedule, follow up and call back to customers where necessary
Follow up servicing contract with the customer
Any other related duties as required.
RequirementsCandidates must be at least “O” Level, NITEC or Diploma holders
Min 1 years working experience, preferably in an industrial equipment sales and service environment.
Able to converse effectively in English and Mandarin with proper phone etiquette. (in order to liaise with English & Chinese speaking associates)
Candidates with accounting or administrative background and wish to experience more Interactive and creative role are encouraged to apply
Able to use Microsoft program, excel, word etc.
Able to work with others as a team.
Job training will be provided
Good Career advancement for management trainee in near furture depend performace."
"Cloud Engineer","Horangi is looking for Cloud Engineers to build cloud-focused security product for major cloud providers. Horangi is constantly collecting and processing real-world cybersecurity data. Together with our team of cloud engineers, you will analyse cloud infrastructure & data, identify security gaps and pitfalls, understand best practices and encode these insights into our cloud security product.
What you’ll be doingSpend time on-site with clients to review their cloud architecture
Deep understanding on how various cloud services work across all major cloud providers
Write python codes to collect cloud infrastructure data
Analyse data across multiple datasources and perform correlation
Encode security inspection into automation
Actively participate in weekly code reviews
Collaborate on a daily basis with a small, nimble team of product managers, engineers, and cybersecurity specialists to understand business requirements and product goals
What we’re looking forAt least 3 years experience in backend engineering or DevOps field
Appreciate the concepts of cybersecurity, especially when it comes to cloud infrastructure
Comfortable with Python, Bash scripting, Docker, AWS Serverless
Working experience with AWS tools
AWS or GCP certifications preferred
Experience with Azure and/or Kubernetes is a big plus!At Horangi, we’re passionate about building a safer cyberspace and creating software that solves challenging cybersecurity problems. Horangi focuses on building partnerships with our customers, developing an understanding of their business goals and building a security strategy that helps achieve their objectives. Horangi’s personnel have extensive engineering experience and a strong background in penetration testing, incident response and cyber strategy management including both large multinational companies and hyper-growth technology startups. We enjoy solving tough security problems and we are eager to find new challenges while building strong relationships with our customers, partners and teammates."
"Process Engineer","Roles & Responsibilities
General Profile: Demonstrates higher level knowledge and skills within own discipline. Solves varied and moderately complex problems. Exhibits knowledge of the company, processes and customers.
Key Responsibilities
Design, collect data, analyze and compile reports on moderately difficult process engineering experiments, within safety guidelines
Perform hardware characterization on moderately difficult systems, within safety guidelines
Troubleshoot moderately complex problems, perform Root Cause Analysis and resolve moderately difficult process engineering issues
Measure film properties, organize data/reports for review and interpret data
Generate internal documentation for products, presentations and technical reports
Interact with customers to resolve moderately difficult process engineering issues/problems under general supervision
Identify, select and work with vendors and suppliers under general supervision
Implement new technology, products and analytical instrumentation
Requirements
Functional Knowledge
Demonstrates expanded conceptual knowledge in own discipline and broadens capabilities
Business Expertise
Understands key business drivers; uses this understanding to accomplish own work
Leadership
No supervisory responsibilities but provides informal guidance to new team members
Problem Solving
Solves problems in straightforward situations; analyzes possible solutions using technical experience and judgment and precedents
Impact
Impacts quality of own work and the work of others on the team; works within guidelines and policies
Interpersonal Skills
Explains complex information to others in straightforward situations
Education: Bachelor's Degree
Experience: 2 - 4 YearsCompetencies: Process Development Documentation (2 - Working Experience);Process Development Data Analysis (2 - Working Experience);Process Development Conclusions (2 - Working Experience);Problem Solving (2 - Working Experience);Manage Product Development Deadlines (1 - Basic Understanding);Time and Priority Management (1 - Basic Understanding);Innovation (0 - No Experience);Influencing (1 - Basic Understanding);Relationship Building (2 - Working Experience);Emotional Intelligence (2 - Working Experience);Project Management (2 - Working Experience);Customer Focus (1 - Basic Understanding);Product Development Input (1 - Basic Understanding);Concise and Effective Results Presentation (2 - Working Experience);Process Troubleshooting (2 - Working Experience);Communication (2 - Working Experience);Process Product Development (1 - Basic Understanding);Collaboration (2 - Working Experience);Process Failure Analysis (2 - Working Experience);Closing Projects with Urgency (2 - Working Experience);Process Development Vertification (2 - Working Experience);AMAT Product Development Life Cycle (2 - Working Experience);Process Development Problem Definition (2 - Working Experience);Accuracy & Attention to Detail (1 - Basic Understanding);Process Development Initiation (2 - Working Experience);Process Development Experiments (2 - Working Experience)"
"Associate Engineer","Roles & Responsibilities
Summary Of position:
The incumbent is required to validate received IT equipment, fulfill customer’s reporting requirements and assist in logistics and warehousing. Having meticulous data-entry and reporting skills with basic IT hardware knowledge are key to the success of the role.
Responsibilities:
Validate received IT equipment by doing tests to ensure functionality. Equipment includes but not limited to Laptops and Desktops, with exposure to Enterprise equipment such as Oracle, IBM zSeries, Power Series, Lenovo xSeries, Cisco, HP UNIX and x86 servers and storages (40%)
Fulfil customer’s reporting requirements by submitting required test reports, weekly reports and KPI reports to on a weekly/monthly basis (35%)
Assist in logistics and warehousing by preparing equipment for storage as well as for picking and packing for shipment (25%)
RequirementsMinimum ITE holder in IT or Electrical engineering discipline,
Fresh graduates are welcome to apply
Meticulous in data-entry and reporting
Able to Identify PC/Laptop components"
"Systems Engineer","Roles & Responsibilities
Job Description

The F5 Systems Engineer (SE) is a technical role that is part of a highly technical sales team, which supports sales with direct account and partner responsibilities for selected accounts in the assigned territory. This includes presentations, product demonstrations, assessment of potential application of F5 solutions, and the development of account plans.

Located in Singapore.

Primary Responsibilities
Provide Technical expertise through sales presentations, white boarding, product demonstrations, technology assessments, and Proof of Concepts as a Trusted Advisor.Design differentiated solutions to articulate business value of the F5 Multi-Cloud Platform against competition and create stickiness with complementary technologies.Foster a collaborative, team-based environment, sharing best practices and successes and building positive relationships within internal and external teams.Assist and complement the Sales Representatives to develop, strategize and execute sales and technical account plans for deeper and wider solution selling to tackle customer business problems.Develop and maintain a high level of technical knowledge of F5 solutions, industry knowledge and sales aptitude. Maintain knowledge of the competitive landscape.

Knowledge, Skills and Abilities

Working experience with the following:
Networking Technologies like Routing, Switching, Load Balancing.Security Technologies like DDoS, Web Application Protection, Network Firewalling.Virtualization and Cloud Technologies like VMware ESX/NSX, Cisco ACI, Openstack, AWS, Azure, Docker.Automation and Scripting technologies like F5 iRules, Ansible, Chef, Puppet, JSON, Python.Deep understanding of microservices and cloud native application architectures; experience decomposing monolithic software applications into a microservices architecture.Ability to produce technical documents and diagrams that convey technical architectural concepts.Deep understanding of RESTful APIs.Experience with cloud platforms like AWS, Azure, GCP, VMWare, OpenStack.Knowledge of application development languages like Python, Java, JavaScript.Experience working in a production DevOps environment using DevOps tools such as Jenkins, Ansible, GitHub/GitLab, Artifactory, SonarQube, Docker, etc.Container orchestrators such as Kubernetes, OpenShift, Docker SwarmContainerized data services such as Cassandra, Elasticsearch, Kafka, and MongoDB

Positive Traits
Possesses a ‘Can-do’ and ‘All-in’ attitude. Ambitious to excel beyond one’s comfort zone.Demonstrates the ability to solve technical problems creatively.Collaborative and works well with internal and external teams.Excellent presentation, technical and business communication capabilities with strong and practical analytical skills.

Qualifications
8+ years related industry experience in the Enterprise Application Delivery / Cloud and Virtualization / Cloud Automation / Security space.4+ years of pre-salesAble to read, write and speak English fluently.
The Job Description is intended to be a general representation of the responsibilities and requirements of the job. However, the description may not be all-inclusive is subject to change.

Equal Employment Opportunity

It is the policy of F5 to provide equal employment opportunities to all employees and employment applicants without regard to unlawful considerations of race, religion, color, national origin, sex, sexual orientation, gender identity or expression, age, sensory, physical, or mental disability, marital status, veteran or military status, genetic information, or any other classification protected by law."
"Data & Analytics Senior Software Engineer","Roles & Responsibilities
Who we are
Our Singapore center is one of the 3 main IT Hubs for the company's worldwide business. We work daily with international branches located in 33 countries by:
Envisioning and preparing the Bank’s futures information systemsPartnering and supporting core banking flagships and transverse areas in their large scale development projects.Providing premium In-house Banking applications,This unique positioning empowers us to bring our core banking business a sustainable competitive advantage on the market.
We seek innovative and agile people sharing our mindset to support ambitious and forthcoming technological challenges.
Position
In a challenging and multicultural environment, we seek a Microsoft Business Intelligence Software Engineer to join our Data & Analytics group.
This is an exciting opportunity for a talented team-player to join a technology team that is responsible of a portfolio of solutions for various business lines of the bank (Risk, Finance, Compliance, Market Risk, Trade Finance, Operations, …). Microsoft SQL Server components are used as core stacks of the solutions designed by the team, to fulfill advanced analytics requirements with a focus on performance and reliability.
Main responsibilities
Main responsibilities of the role:
Gather business requirements from Clients or Business Analysts
Design & Develop solutions based on requirements
Maintain a high standard of delivery quality
Innovate and look for new solutions/components
Build POCs to demonstrate new usage and present them in senior audience
Elaborate project documentations (Design documents, deployment guide, …)
Maintenance of existing BI projects
Interact and provide reporting to project managers
Continuous Improvement
Capability to be force of proposal regarding the continuous improvement (such as “automation testing”, “auto packaging”…)
Requirements
Qualifications and Profile
Technical
Expert level on Microsoft SQL Server (2014- 2017)
Expert level on writing SQL queries and optimization
Expert level with database engine and data model
Expert level with SSRS (2014 and 2017) and PowerBI
Expert level with SSIS (2014 and 2017)
In-depth understanding of database management systems, online analytical processing (OLAP) and ETL (Extract, transform, load) framework
Background in data warehouse design (e.g. dimensional modeling) and data mining
Nice to have
Financial domains knowledge and/or experience
Knowledge of BIML
Exposure to other data visualization tools (PowerBI, Tableau, Qlik)
Exposure to data analytics, data science (Python, Spark, etc)
Exposure on development on .Net (2.0 to 4.5)
Other Professional Skills and Mind-set
Proactive style of working
Strong communication (written, and verbal) and organizational skills
Strong desire to keep abreast of emerging technologies
Team player mindset
Understanding and respect of cultural diversity"
"Data Scientist, Singapore","What will you do?
Design and build data driven systems for risk control, fraud detection, recommendation, customer segmentation, adaptive pricing etc.
Build, validate, test, and deploy models and algorithms.
Work with backend engineers to architect data storage and processing pipelines.
Work with product managers to develop new product features based on insights from data.What do you need?
Master or PhD in computer science, statistics, mathematics, or fields related to big data preferred.
Experience in Python or R.
Knowledge in supervised/unsupervised learning, classification/clustering algorithms, feature engineering/optimization, computer vision.
Experience in deep learning, reinforcement learning, personalized search and recommendation, user/seller behavior modeling, marketing algorithms preferred.
Experience of Hadoop, Spark, Tensorflow is a plus.
Experience with visualization software to convert models/insights into simple, business sell-in stories would be an advantage (but not mandatory).
Outstanding analytical and problem-solving skills.
Self-motivated, innovative, and proactive. Willing to learn new knowledge and explore unfamiliar domains."
"Urgently Looking for Data Engineer (Junior to Senior Level)","We are looking for a Data Engineer to to build robust data platforms that incorporate data science and machine learning algorithms and models that solve problems in telco network management, transportation, urban planning, real time crowd management, and retail intelligence, to name a few. This is a great opportunity to sharpen your big data skills and grow in maturity of your software development capabilities.
The Major Roles Responsibilities and Requirements are Below:Responsibilities
design and implement scalable and robust software platform for ingesting and transforming telco network datasets in (near) real-time and visualizing the data insights through an interactive dashboard, using a variety of open-source and proprietary Big Data technologies
collaborate with product management, sales and marketing, and solution delivery teams to ensure customer requirements are well managed and reflected in product releases
support the deployment of DataSpark software within clients' IT environment
working closely with senior data engineers and data scientists to build companie's data science and machine learning algorithms into products
Requirements
3+ years of superior software development experience building commercial large-scale software systems and database systems
Degree qualified in Computer Science, Software Engineering, or equivalent
Demonstrated practical in-depth knowledge of data integration, metadata and BI analytics tools, frequently used by telcos
Experience in active commercial deployment of emerging Big Data technologies and real-time analytics
Good understanding of Telco data models, knowledge about telco network capabilities a plus
SQL and Relational Database Management System
Parallel programming (Hadoop, HDFS, HBase, Hive, Spark etc.)
Java, Python, Amazon AWS
Agile software development practices"
"Staff Engineer, Test Development","Your tasks and responsibilities
Perform activities for the development, characterization, and implementation of new test equipment, jigs and fixtures, test concepts, methods and programs into production
Define test methodology, tester ERS on several optical products such as optical sensors, illuminators, micro lens array (MLA), etc.
Develop fixtures and jigs for testing DUT and support customers on all test related matters
Develop and perform test program generation and optimization for new customers' products
Develop and execute test strategy for new products including design for test analysis and feedback
Possess the ability to define problems collects data, establish facts, and draw valid conclusions
Develop new techniques for test handling and fixtures, using experimental design and statistical method, evaluate failure data to find root cause and implement sound engineering solution
Recommend and prepare changes, additions, and modifications which will optimize processes, enhance yields, reduce costs and improve the manufacture of product / processes
Ensure compliance with all relevant internal procedures and policies and quality system
Be a technical lead in a diverse team environment that includes interactions with suppliers, internal and external customers and production personnel
Your education and experiences
Degree in Electronics / Electrical Engineering or Physics or Optical Engineering / Photonics. Min 2 years' of related experience in semiconductor packaging / semiconductor manufacturing background
Possess sensor/camera/lighting package design, modeling knowledge would be an added advantage
Have strong leadership qualities and be able to drive project teams in ensuring set time lines, costs and quality expectations are met
Possess prior experience in project management and preferably from range of medium to large size projects
Communicate and write report to customer on tester development related topics
Familiar with Design of Experiments (DOE) methodology and Statistical Process Control (SPC)
Ability to work under pressure and commit at irregular hours when required
Excellent written and verbal communication skills with the ability to present and influence a wide range of internal and external customers.
Be dynamic, resourceful and self-motivated"
"Marine Engineer","Roles & Responsibilities
1. Ensuring own safe work environment and that of colleagues in the engine room.
2. Understanding and ensuring compliance with relevant Company's safety guidelines and procedures.
3. Monitoring the operation of engine room and technical installations during the watch.
4. Tracking spare part consumption and registering the data in fleet maintenance system.
5. Performing all maintenance and (emergency) repairs during the watch.
Requirements
Educational Background:
1. Secondary Vocational Education
Training Background:
1. Comply with STCW (Standards of Training, Certifications and Watchkeeping for Seafarers)
Experience:
1. Class 1, 2, or 3 Marine Engineer
Other Requirements:
1. Basic knowledge and experience with operation of technical installations on board.
2. Good command of English (both written & spoken)
3. Knowledge of applicable Occupational Health & Safety Regulations
4. Basic knowledge of operational processess of the vessel and ICT Office applications and fleet management systems"
"Cybersecurity Shared Technology, Big Data Software Engineer","The Cybersecurity & Technology Controls group at JPMorgan Chase aligns the firm’s cybersecurity, access management, controls and resiliency teams. The group proactively and strategically partners with all lines of business and functions to enable them to design, adopt and integrate appropriate controls; deliver processes and solutions efficiently and consistently; and drive automation of controls. The group’s number one priority is to enable the business by keeping the firm safe, stable and resilient.
The Cybersecurity Shared Technology Services Engineering Organization is tasked with providing the technology that enables the efficient implementation of security controls as part of an integrated control ecosystem. Our systems facilitate this integration through a set of infrastructure services which enable individual controls to watch over our data today, easily share data and experiences with each other while limiting the impact of any needed changes to specific technologies (e.g. better interfaces). This platform is a critical dependency for these teams, as they build their product from our platforms and services.
We are seeking an experienced Big Data Software Engineer to join the Cybersecurity Shared Technology Services Engineering organization.
The successful candidate will be a skilled software engineer who is excited about working with a world class team to solve some of the hardest problems in Cybersecurity at JPMorgan Chase & Co by analyzing, designing, developing and delivering solutions built to stop adversaries and strengthen our operations. Additionally, you would provide the system design and oversight to ensure our services can scale to multiple orders of magnitude. As part of JPMorgan Chase & Co.’s global team of technologists and innovators, your work will have a massive impact, both on us as a company, as well as our clients and our business partners around the world.Primary ResponsibilitiesDevelopment of large scale big data solutions to be used in a very large production environment.Gather, analyze and maintain large data sets to provide answers to address hurdles and create innovative solutions in large-scale data infrastructures.Design, build/develop, maintain, test and assess big data solutions.Focus on the development of tools and technologies that are at the core of the company’s capabilities to manage, monitor and hunt for cybersecurity incidents.System, network and application troubleshooting.Provide engineering support for cyber security products developed
QualificationsExperience with Hadoop ecosystem: Hadoop, Spark, MapReduce, Hive/Pig, Impala/DrillProven experience of building and delivering a Big Data Platform from server builds to building tools and services that leverage data pipelines and compute resources efficientlyProven experience working with 10+ Terabytes/day worth of streaming dataStrong research, analytical and problem solving skillsIndependent problem-solving, highly motivated and self-directingAbility to write and debug administrative and reporting tools in some programming languages (Shell, Python, Scala/Java)A solid understanding of Unix-based operating systems, including paging/swapping, IPC, drivers and filesystem (inode, partitions, etc.)Experience with host and network security (identity/password management, ACLs, file permissions and integrity)Strong interpersonal and communication skills; capable of writing documentation, training users in complex topics, making presentations to junior and very senior audienceAbility to work under pressure in a fast-paced environment while remaining productive and professional; exercise patience and ability to multi task5+ years’ experience developing enterprise software and/or Masters’ degree in Computer Science or equivalent degree
Desired qualifications
Having skills in the below areas is a major plus that will help the candidate integrate within the team and environment but is not a requirement.Experience with Data Science: MLlib, Scikit, h2o, TensorFlow, Caffe, Singa, etc.Experience with RDBMS as well as NoSQL stacks (ElasticSearch, HBase, Cassandra)Experience with messaging and data transport tools: Kafka, NiFi, LogStash, Syslog-ng, rsyslogExperience with Link Analysis tools and Graph technologies (Neo4j, JanusGraph)Working within an agile development methodology (Kanban, Scrum, etc.)Experience with data visualization tools: Hue, Kibana, Qlikview, TableauExperience in next generation platforms such as cloud (AWS, Azure), PaaS, mobile Experience developing software using continuous integration/deployment pipeline that includes vendor solutionsExperience with resource management (Yarn queues, Impala pools)
When you work at JPMorgan Chase & Co., you’re not just working at a global financial institution. You’re an integral part of one of the world’s biggest tech companies. In 15 technology centers worldwide, our team of 50,000 technologists design, build and deploy everything from enterprise technology initiatives to big data and mobile solutions, as well as innovations in electronic payments, cybersecurity, machine learning, and cloud development. Our $11B annual investment in technology enables us to hire people to create innovative solutions that are transforming the financial services industry.At JPMorgan Chase & Co. we value the unique skills of every employee, and we’re building a technology organization that thrives on diversity. We encourage professional growth and career development, and offer competitive benefits and compensation. If you’re looking to build your career as part of a global technology team tackling big challenges that impact the lives of people and companies all around the world, we want to meet you."
"Software Engineer","Job Scope:
Design, develop and/or improve enterprise systems, web applications or software for data management, data processing, data analytics and data visualisation, using assigned languages, frameworks/libraries and coding conventions
Design data modeling, data processing and analytics workflow to mine information across systems
Work with project managers and operational managers to deliver enterprise systems that meet user requirements
Conduct technology scan and proof-of-concept on data management, data processing and data analytics technologies
Perform software quality control through code review, regression testing, and development standards within SDLC framework
Perform deployment tasks based on standard configurations
Manage enterprise system performance, inter-operability, reliability and sustainability through software development, software quality control and optimisation of software products and technologies.
Resolve system issues to provide timely resolution and recovery
Perform system health monitoring, support patches and assist in capacity planning and performance tuning
Job Requirements:A good Bachelor degree in Information System, Computer Science, Computer Engineering, Information Technology, or equivalent
Prior experience in software development, system integration, testing and production deployment preferred
Proficient with one or more of the programming languages such as C, C++, Java, JavaScript and Python
Experience in using Java/JEE design pattern, frameworks (e.g. React JS, Vue, Hibernate), application servers (e.g. Weblogic, JBoss), SQL/Non-SQL databases (e.g. Oracle, MS-SQL, Mongo), enterprise content management (e.g. SharePoint), enterprise search (e.g. Autonomy, Elastic Search), data visualisation (e.g. Tableau) or data analysis/processing tools (e.g. Hadoop) preferred
Familiarity with DevOps practices and agile development cycle will be an added advantage
Good interpersonal, analytical and problem-solving skills
Able to work independently and also as part of the team
Candidates with at least 3 years of experience in software development and/or system integration will be considered for senior positions
Applicants must be Singapore Citizens"
"Senior Data Engineer","Roles & Responsibilities
We live in the age of Data. Are you passionate about Data? We are hiring a Data Engineer with a combination of programming and data skills to lead the evolution and development of tools, reporting and analytics infrastructure. This position is a technical role with operational accountability.
We are looking for data engineers who are passionate about data and want to work in a multi-disciplinary team of Software Engineers, Data Engineers and Data Scientists to solve real-world business problems. You will work on either data from diverse structured and unstructured data sources, and various formats including tabular, text and time series or can contribute to our core data pipeline. In addition, we have deep investments in on-prem telemetry that we need to update/modernize. This business-critical telemetry stack enables business insights for our existing and new features on Windows and Linux. We expect all team members to contribute broadly, with an agile and growth mindset, so your ability to step into multiple areas will be a key attribute that we are looking for.
As a data engineer, you will be an integral part of our tight-knit group of dedicated problem solvers. The ideal candidate should be confident in their ability to transfer raw data to insightful reports that will better organizational action. Design, develop, and maintain data pipelines infrastructure that adhere to ETL principles.
Ability to conceptualize and build systems that are maintainable and built for scale. Work with stakeholders to define data needs and generate reporting aligned with requests. Create data toolsets that allow for team members to quickly gather the analytics required for their work. Create end-user reports and visualizations based on team needs and requests.
Requirements
Minimum Qualifications
5+ years of relevant experience regarding designing and implementing software systems Software engineering skill in one or more high level languages (C#, C++, Java, Python)
BS, MS, or PhD in computer science (or equivalent)
Common ML and analysis tools (R, SAS, SPSS, MatLab)
Experience with large scale applied machine learning techniques is a plus but not required
Experience with SQL or equivalent query language.
Understanding of ETL principles used in developing sustainable data pipelines.
Working knowledge of RedShift, SQL Data Warehouse, Datalake or similar services.
Working knowledge Pandas, NumPy or similar high-level data manipulation and analysis tool.
Proven track record where data analysis or reporting has influenced product development and
strategy."
"Application Testing-Test Engineer","Mandatory Skills:
Application Testing-L3
Job Description:
Key skills required for the job are:
Application Testing-L3 (Mandatory)
As a Senior Test Engineer you should able to devise Test Strategy, review test plan, traceability matrix and ensure usage of tools for optimization. You should be able to ensure the availability test environment, design test and defect reporting formats and manage the team. You should update project related data as required in applicable systems and ensure timely reporting and response to stakeholders.
Minimum work experience:3 - 5 Years
Roles & Responsibilities:
Minimum Experience Required: 3-5 YEARSMandatory Skills: Application Testing-L3 Application Testing-L2, Application Testing-L3, Test Automation-L2, Web Testing-L2Desirable Skills:
Language Skills: English Language-L2"
"Staff Software Engineer (Data Analytic)","About Our Group:
Sputtering is the heart of media process in recording media organization. You will be working on some world-class technologies and machines in sputtering. We provide great learning opportunity and knowledge such as vacuum system, vacuum pumps, PLC, controls, sensors, gas analyzers and many more. We are looking for self-motivated, energetic team player to be part of our team to grow together. We also work closely with engineering and process team that provide constant improvement to the efficiency of the tool. This is the place where you could present your idea and stimulate your hidden unlimited potential.
About the Role - You will:
Work with recording media process and equipment matter experts to identify, prioritize and answer important process and operation needs through the development of innovative algorithms and visualizations using modern analytical techniques in Data Mining, Machine Learning and Statistics
Execute Industry 4.0 and Prognostics and Health Management projects for media equipment team
Execute data science and analytics projects in the area of Deep Learning
Leverage and/or develop innovative data mining and machine learning methods to solve novel and diverse business problems
Quantify the effectiveness and value of innovations with subject matter experts
Provide technical advice and coaching to the junior analytics staff
About You:
Highly proficient in Python, C/C++, SQL, and R
Solid technical knowledge in machine learning, deep learning, statistical algorithms, data mining, and data structures
Hands-on knowledge in web crawling, natural language processing, visualization, and dashboard creation
Knowledge in Hadoop, Spark
Ability to deploy data science solutions in cloud analytics infrastructure
Demonstrate Leadership skills – Ability to lead a team, mentor junior staff and close out technical projects
Strong oral and written communication skills
Strong business mindset, ability to condense complex analysis and technical concepts into clear and concise takeaways for business leaders
Self-starter
Ability to drive initiatives and influence
Ability to work alone as well as in a team environment
A collaborative attitude and a global mindset
Able to participate in conference calls outside of regular local work hours
Thesis or research experience in topics related to predictive analytic such as data mining, pattern recognition, image processing, data-driven prognosis, fault diagnostics, time-series analysis, natural language processing, artificial intelligence, and machine learning.
Your Experience Includes:
Working experience: Industrial IoT Sensing & Devices, Predictive Maintenance, Prognostics & Health Management, and other Industry 4.0 areas. Knowledge in Time-series analysis
Location: Woodlands
Our Woodlands site is one of the largest electronics manufacturing sites in Singapore, housing our recording media operations. Spread over three sites, it is easily accessible via bus or from the MRT Station, with many employees taking mass-transportation to work. Ample free on-site parking is also available. Here at work you can enjoy breakfast, lunch, dinner and snacks at our on-site canteen and coffee shop. We offer a range of facilities including an in-house gym and dance studio, as well as after-work badminton and table tennis competitions. On-site celebrations and community volunteer opportunities also abound. Don’t miss our Lunar New Year Lion Dance performance or our Seagate’s Got Talent event.
Job Family: Engineering Professional"
"Test Engineer","About Marvell
Marvell is empowering the global data economy. Whether at the network core or edge, our leadership technologies make it possible for the world’s data to be processed, moved, stored and secured faster and more reliably. With leading intellectual property and deep system-level knowledge, Marvell's infrastructure semiconductor solutions are transforming the 5G, cloud computing, enterprise and automotive markets of tomorrow.
At Marvell, you’ll see your ideas put to work, share in the success of our company, and achieve a healthy life-work balance in a strong culture of corporate citizenship and global semiconductor leadership. If you are ready to excel, innovate, and truly enjoy where you work, apply now for the position detailed below.
The Opportunity
Bachelor’s degree in Computer Science, Electrical Engineering or related fields and at least 1-3 years of related professional experience. Master’s degree in Computer Science, Electrical Engineering or related fields with no professional experience.
The Perks
With competitive compensation and great benefits, you will enjoy our workstyle within an incredible culture. We’ll give you all the tools you need to succeed so you can grow and develop with us. For additional information on what it’s like to work at Marvell, visit our Careers page.
Your Future
Marvell provides a work environment that promotes employee growth and development. We are searching for an individual who wants to grow with the company and will strive to improve performance. If you are driven, personable, and energetic, there will be additional opportunities for you here at Marvell.
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability or protected veteran status."
"QA Engineer (up to $4000 )","Responsibilities: Drive and manage IQC operation. Manage and maintain IMTE (Calibration/Verification). Perform MSA study for all the new products/existing equipment. Raise NCMR and liaise with suppliers on quality issues from IQC, production or customers Follow up supplier disposition for quality rejects and make sure the CAPA (8D) response on timely manner.

Perform on-site supplier visits for root cause analysis and verification of corrective actions of supplier quality issues. Track monthly supplier performance metrics and compile supplier score card periodically. Work with team to define process parameters and criteria to ensure supplier process Support new product launches to ensure suppliers are capable of delivering to the required quality standards Ensure supplier compliance and assist with adherence to the company Quality Management System requirement Work on customers’ complaints, respond with 8D replies using systematic root cause and make no reoccurrence Requirements: Diploma or Degree in Engineering / Quality /Manufacturing or equivalent Minimum 5 years in precision metal stamping industry Internal/External certified Auditor for ISO/IATF 16949, ISO13485, ISO14001 and ISO 9001. Auditing skills – internal & supplier audits for QMS & Process Audits Familiar with QA Measuring equipment such as Vision Scopes , Smart Scope, Profile Projector, Hardness Tester.

Knowledge in performing MSA activities. Knowledge on automotive Core tools – APQP/PPAP, FMEA, SPC & MSA. Familiar with 8D Discipline and Quality tools. Job ID: 45196 All Successful candidates can expect a very competitive remuneration package and a comprehensive range of benefits.

Please email your resume in a detailed Word format to [Click Here to Email Your Resume] We regret that only shortlisted candidates will be notified People Profilers Pte Ltd No. 1 Finlayson Green #18-01 Singapore 049246 DID: 6589 5834 http://www.peopleprofilers.com John Ko License Number: 02C4944 Registration Number : R1762495 Please be informed that the personal data you provided by way of your job application to People Profilers will be collected, used and disclosed by or on behalf of People Profilers to determine or investigate your suitability, eligibility or qualifications for employment with People Profilers and/or its’ Clients and manage your application for employment with People Profilers and/or its’ clients, including identifying you as a potential candidate for future suitable positions and/or notifying you of any such positions, either existing or in the future."
"Engineer (Cell Integration & Test)","Roles & Responsibilities
Major Duties :
Product yield analysis by systemization methodology for yield ramp up with stabilized quality
Monitor and trigger any abnormality quality issue during product producing
Failure mode analysis by technical knowledge learnt and communicate with counterpart owners for problem resolving closely
Provide information by collecting, analyzing and summarizing to classify by defect symptom, yield trend with production data for problem resolving
Yield trend analysis and propose strategy for defective ratio reduction
Support weekend on duty by manpower arrangement
Handling and managing assigned projects for specific tasks to assist department development
Update job knowledge by studying state-of-the-art development tools, programming techniques, and computing equipment; participating in educational opportunities
Utilize tools Visual Basic, Macro etc to support and optimize work efficiency
Assist in any other related duties assigned by immediate Supervisor as and when necessary"
"Engineer - Marine Mechanical","Roles & ResponsibilitiesWell aware of Marine Equipment design concept / Design code & CLASS requirements, and Independently lead, plan, manage, control, Under Lead Engineer Guidance prepare engineering deliverables required for the FPSO Marine Mechanical Equipment / Packages within timelines and independently deal with and resolve all issues.Under guidance manages/develops solutions to technical/engineering related problems.
Knowledge on Cargo Pumps, Boiler, IG & Vent Pkg., Various Pumps (Ballast, Bilge, Sea Water, Fresh Water), Fire Water Pump, Sewage Trt Unit, Purifiers, etc.
Prepares Specifications, equipment data sheets, RFQ documents, Purchase Documents.
Evaluates all the bids received for Marine Equipment / Packages from various suppliers, and Prepare TQs, TBE, ensures selected vendors meet technical/engineering requirements.
Reviews/checks drawings and documents from Vendor, Other engineering discipline team members, Approves and as required attend FAT.
Participates in meetings (Vendor & Internal), reviews progress and addresses interface/implementation/execution issues.
As required mobilised to construction site for interface engineering & site construction assistance"
