"job_title","job_description"
"Commission Analyst","The Global Commission Office in Autodesk’s Sales Finance Organization is looking for a Financial/Commission analyst. GCO is a team of highly skilled analysts with wide knowledge of end-to-end commission process for their assigned sales teams. As the sales commission expert, you who will be the point of contact for questions relating to all commission issues, including compensation plans, calculations, and attainments (Sales commission is a key metric of the company).
You will collaborate with other finance teams /sales teams all while seeking process improvements to apply change. GCO is committed to ongoing skills development, process excellence, and work-life balance for the team.Responsibilities
Sales CommissionFully understand and can implement The Worldwide Autodesk Sales Compensation Plan
Calculate/Validate and pay variable earnings accurately and on time for assigned sales teams and in line with current compensation plan rules
Give input into and support the roll out of changes to the commissions system
Provide a thorough monthly analysis of attainment and can investigate and explain variances for high/low result fluctuations. Proactively raises outliers with FBPs
Provide high quality, timely responses to the sales field and sales management, fully meeting their informational and reporting needs. Communicates complex logic and analysis in a manner that is easily understandable to the sales reps
Support the creation of worldwide crediting rules and sales rep master Territory Target Sheets (TTS) to be used throughout the commission team for a specific sales team
Create TTS’s for their teams, with insight and understanding for accuracy and alignment to Sales Compensation Plan
Understand and post required manual attainment or adjustments that may impact the commission forecasting and communicates timing
Understand SOx requirements and maintains documents in compliance with SOx and ensures auditability
Process ImprovementMaintains and looks for opportunities to improve commission tools with reference data, employee information, variant information, and comp plan information needed to accurately produce commission payments and reports, which include maintaining an accurate sales organizational hierarchy, updating new hires/transfers/terminations and any salary/comp plan changes
Is a part of on-going process improvement and change within the team and upstream with other departments that improve the efficiency and accuracy of sales reporting and variable pay calculations. May lead process improvement initiatives
Participates in User Acceptance Testing and other projects within GCO, coordinating with a global team of analyst involved in the projects
Drives process improvements and questions the “norm” to identify opportunities
Minimum QualificationsBA/BS Degree in Finance or Accounting from a 4-year college/university or equivalent experience
5+ years of progressive finance or operation experience; mid-to-large public company, preferable with strong understanding of sales and sales commission
Prior experience in a technology/software/SaaS company
Advanced Skills in Microsoft Excel
Business Objects, QlikView, Salesforce, Power BI, Cognos/Varicent is a plus
Strong attention to details, problem-solving and organizational skills
Excellent communication skills and strong team player
Strong execution with ability to work in a fast pace and manage tight deadlines
Growth mindset and ability to learn quickly
Global Perspective
Time Management and Prioritization skills
Preferred QualificationsApply judgement consistently
Work autonomously but provides guidance to other team members as needed, escalating items when needed to management
Ability to multi-task and deliver results in a fast-paced environment with tight deadlines while maintaining accuracy
Must be flexible in work time, as infrequent meetings are required with other team members in different GEOS
Must be customer service oriented, and have a willingness to help sales reps and management (at all levels) understand and resolve commissions issues
Applicant should have flexibility, an open mind, a strong willingness to learn and improve processes
Ability to consider the consequences from the result of the work
The Ideal CandidateDetail oriented
Quality/Goal oriented
Fast learner
Willing to adopt changes
Excited about challenges
Excellent communication skill (Verbal/Written)
Excellent analytical skill
Passion to seek solutions
Being proactive
Being creative to find solutions
Strong organizational & multi-tasking skills
Apply judgement where applicable
About Autodesk
With Autodesk software, you have the power to Make Anything. The future of making is here, bringing with it radical changes in the way things are designed, made, and used. It's disrupting every industry: architecture, engineering, and construction; manufacturing; and media and entertainment. With the right knowledge and tools, this disruption is your opportunity. Our software is used by everyone - from design professionals, engineers and architects to digital scientists, students and hobbyists. We constantly explore new ways to integrate all dimensions of diversity across our employees, customers, partners, and communities. Our ultimate goal is to expand opportunities for anyone to imagine, design, and make a better world.

At Autodesk, we're building a diverse workplace and an inclusive culture to give more people the chance to imagine, design, and make a better world. Autodesk is proud to be an equal opportunity employer and considers all qualified applicants for employment without regard to race, color, religion, age, sex, sexual orientation, gender, gender identity, national origin, disability, veteran status or any other legally protected characteristic. We also consider for employment all qualified applicants regardless of criminal histories, consistent with applicable law.
To all recruitment agencies: Autodesk does not accept unsolicited headhunter and agency resumes. Autodesk will not pay fees to any third-party agency or company that does not have a signed agreement with Autodesk, Inc."
"Big Data Engineer - App Store","Summary
Posted: Oct 22, 2019
Weekly Hours: 40
Role Number: 200111793
Imagine what you could do here. At Apple, new ideas have a way of becoming extraordinary products, services, and customer experiences very quickly. Bring passion and dedication to your job and there's no telling what you could accomplish. Would you like the stimulation and challenges of building a world-class, extraordinary scalable system? Then this is the opportunity for you at Apple!
The App Store data engineering team provides insights through data that drive decision making for our engineering and product teams. We are looking for a Data Pipeline Engineer that can automate and build data pipelines for our search and recommendations features. You will join a hands-on development team that fosters creativity and generates novel solutions to deliver engineering excellence. Be a part of an innovative impactful team making a difference..
Key Qualifications
At least 3-5+years of practical experience with Big Data systems, ETL, data processing, and analytics tools.
Experience with big data systems and distributed computing, such as Hadoop and Spark.
Proficient in using query languages such as SQL, Hive and SparkSQL.
Experience with entity-relationship modelling and understanding of normalization.
You’ve had to deal with sessionization of clickstream and time-series data is a plus.
Familiar with the concepts of dimensional modelling.
You’re comfortable maintaining a large software system and writing a test suite.
Experience with Continuous Integration, Version Control such as git and programming languages such as Scala, Spark or Python.
Experience with data visualization tools, such as GGplot, etc.
Able to understand various data structures and common methods in data transformation.
Keep up-to-date with the newest technology trends.
Description
Our team design, execute and build tools for online experiments (A/B tests) and offline experiments (human relevance judgement) that help us improve and fine tune our data-driven features. Your primary focus will be to automate the delivery of various datasets by working with Data Scientists in our team to understand important KPIs and how they are derived. You will write and maintain the code that ingests, computes and organizes various data sets
Education & Experience
Bachelor Degree in Computer Science/ related field or relevant industry experience is required."
"Cloud Solution Architect","Microsoft is on a mission to empower every person and every organization on the planet to achieve more. Our culture is centered on embracing
a growth mindset, a theme of inspiring excellence, and encouraging teams and leaders to bring their best each day. Growth mindset encourages
each of us to lean in and learn what matters most to our customers, to create the foundational knowledge that enables us to make customer-
first decisions in everything we do. In doing so, we create life-changing innovations that impact billions of lives around the world. You can help us
achieve our mission.
Azure is the most comprehensive, innovative and flexible cloud platform today and Microsoft is hiring professionals that will drive customer
cloud adoption within the most important companies in the market.
We are always learning. Insatiably curious. We lean into uncertainty, take risks, and learn quickly from our mistakes. We build on each other’s
ideas because we are better together. We stand in awe of what humans dare to achieve and are motivated every day to empower others to do
more and achieve more through our technology and innovation. Together we make a difference.
To learn more about Microsoft’s mission, please visit: https://careers.microsoft.com/mission-culture
Check out all of our products at: http://www.microsoft.com/en-us
Microsoft aspires to help our customers achieve their own digital transformation, leveraging the power of Microsoft Cloud solutions and
services. To this end, Microsoft is investing in a dedicated Customer Success team member that will help the largest and most important
companies in the world across all industries successfully adopt Microsoft Cloud solution and services.
We are looking for a highly motivated and passionate Cloud Solution Architect for Cloud Applications and Infrastructure solutions to drive high priority customer initiatives on the Microsoft Azure Platform in collaboration with customers and the Microsoft field in the enterprise accounts segment of our business. This is a customer facing role, owning the overall technical relationship between the customer and Microsoft Azure Infrastructure and Applications Development Platform. You will own the Cloud Infrastructure and Azure Applications Development technical customer engagements including architectural design sessions, specific implementation projects and/or pilots. The ideal candidate will have experience in customer-facing roles and success leading deep technical architecture discussions with senior customer executives, Enterprise Architects, IT Management and Developers.
Responsibilities
Key responsibilities include: · Understand customers' overall applications portfolio, IT and business priorities and success measures to design implementation architectures and solutions (Microsoft and 3rd party solutions) using PaaS, DevOps & Advanced Application coding · Apply technical knowledge and customer insights to create a modernization roadmap. Architect solutions to meet business and IT needs, ensuring technical viability of new projects and successful deployments, while orchestrating key resources and infusing key Infrastructure technologies (e.g. Windows and Linux IaaS, Security, Networking, etc.), and Application Development and DevOps technologies (e.g. App Service, containers, serverless, cloud native, etc.) as appropriate · Ensure all solutions exhibit high levels of performance, security, scalability, maintainability, and appropriate reusability and reliability upon deployment · Develop deep relationships with key customer IT decision makers, who drive long-term cloud adoption within their company to enable them to be cloud advocates · Be the Voice of the Customer; Share insights and best practices, and connect with Engineering teams to remove key blockers · Assess the Customers' knowledge of Azure platform and overall cloud readiness to support customers through a structured learning plan and ensure its delivery through partners · Collaborate with other Cloud Solution Architects in developing complex end-to-end Enterprise solutions on the Microsoft Azure platform · Maintain technical skills and knowledge of market trends and competitive insights; collaborate and share with the technical community · Be an Azure Platform evangelist with customers, partners and external communitiesa
Qualifications
Experiences Required – Education, Key Experiences, Knowledge and Skills:
Professional
• Experience. 5+ years of success in consultative/complex technical sales and deployment projects, architecture, design, implementation, and/or support of highly distributed applications required • Relationship Building. Proven track record of building deep technical relationships with senior IT executives in large or highly strategic accounts. Experience in managing various stakeholder relationships to get consensus on solution/projects. required • Problem Solving. Ability to solve customer problems through cloud technologies required • Collaboration and Communication. Acknowledged for driving decisions collaboratively, resolving conflicts and ensuring follow through with exceptional verbal and written communication skills. Ability to orchestrate, lead, and influence virtual teams, ensuring successful implementation of customer projects. Presentation skills with a high degree of comfort with both large and small audiences (Senior Executives, IT management, Database administrators and Data Scientist) required Technical • Enterprise-scale technical experience with cloud and hybrid infrastructures, architecture designs, migrations, and technology management required • Experience and understanding of large-scale application portfolios in enterprise-wide environments (including migration of on-premise workloads to the cloud) required • Subject matter expertise in one or more of the following: • Deep domain expertise of cloud infrastructure solutions (i.e. Windows and Linux IaaS, SAP, BCDR, Security, Management, Storage, Networking, OSS, containers and Infra as a code technologies) required • Deep domain expertise in … • cloud application development solutions (e.g. PaaS, Serverless, API Management); • container orchestration (e.g. Kubernetes, Cloud Foundry); • continuous integration technologies (e.g. Jenkins, Spinnaker, Azure for DevOps, Chef, Puppet); • web application server technologies, cloud application design, software architecture and practices; (design/development/deployment, Agile, SCRUM, ALM) • one or more of the following programming languages: C++, C#, Java, Node.js, JSON, PHP, Perl, Python, Ruby on Rails, Pig/Hive • Experience using integrated development environments (e.g. Visual Studio, Visual Studio Code, Eclipse, XCode, WebSphere) targeting Android, iOS, Linux, Windows, public clouds (i.e. Azure, AWS) required • Experience with scalable architectures using Azure App Service, API management, serverless technologies, container orchestration (e.g. Kubernetes, Cloud Foundry etc.), API management, microservice frameworks etc. • Software development practices like DevOps and CI/CD tool chains (i.e. Jenkins, Spinnaker, Azure DevOps, GitHub). preferred • Competitive Landscape. Knowledge of cloud development platforms preferred • Partners. Understanding of partner ecosystems and the ability to leverage partner solutions to solve customer needs preferred
Education • Bachelor's degree in Computer Science, Information Technology, Engineer or related field preferred • Certification in one of the following technologies preferred: Cloud, mobile, web application development, cloud-native application architecture (i.e. containers, microservices, API management), modern software development techniques like DevOps and CI/CD tool chains (i.e. Jenkins, Spinnaker, Azure developer services, GitHub) and container orchestration systems (i.e. Docker, Kubernetes, Cloud Foundry, Azure Kubernetes Service, GitHub).
Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances.
Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work."
"User Researcher - Smallholder Digital Farming","Date posted: Oct 18, 2019
Location: Singapore, SG
Job Function: Sales & Marketing
Job Type: Permanent
Job Requisition ID: 1931
User Researcher - Smallholder Digital Farming
We at Yara are part of a global network, collaborating to profitably and responsibly solve some of the world's key challenges - resource scarcity, food insecurity and environmental change.

About the Unit
There are more than 500 million smallholder farms globally. 2.5 billion people depend on Smallholder Communities for their food and livelihoods. Smallholder regions are characterized by low living standards, high rates of illiteracy and low agricultural productivity. Yara's mission is ""Responsibly Feed the World and Protect the Planet"". Key to achieving this is enabling thriving Smallholder Communities.
In 2017, Yara created the business unit, Digital Farming. At Yara Digital Farming, we are building solutions for farming communities, constructing hardware and sensors, crunching satellite data, applying artificial intelligence, and turning research results into services, products and solutions, all aimed at achieving this mission.
Our team is made up of designers, software engineers, hardware developers, data scientists, services and solution managers and product owners. Digital Farming is a strategic priority within Yara. Each year we significantly grow our global Digital Farming team and country coverage. With hubs in Europe, Latin America, Asia and North America, Yara Digital Farming is shaping the future of farming by building new digital solutions solving critical problems within agriculture.
Responsibilities
Conceive, lead and conduct qualitative and quantitative user research
Develop and set standards/methodology/best practices across solution teams and regions.
Work closely with the Strategy and Operations team, which is looking at board industry trends, to provide quantified, timely, actionable insights.
Identify opportunities in the markets and shape our strategy in collaboration with the leadership team
Lead green-field user research (e.g. Africa, China, etc) hands-on and, when necessary, identify and work with local partners and teams.
Work closely with the UX/UI and development teams to ensure product-market fit
Document, track and share all relevant user research information within the team to help with the overall progress of product development.
Profile
Exposure to user research projects within the LSM space
Prior experience in running full cycle user-research projects, which guided successful development and implementation of digital products.
Understanding and breathing agile methodologies.
Travel extensively, ~60% of the time.
Aligned with our principles: customer-centric, lean, service-oriented architecture, self-organization, transparency.
Additional Information
We encourage all qualified applicants from all background to apply and are committed to creating a work environment that fits gender equality and allows combining career progress with the needs of a family or other personal circumstances.
Why us?
Evolving tech development division of an established agricultural products and services company.
Explore and develop digital, software, hardware products, which provide value to farmers, smallholder communities and the value chain.
Be part of our mission to build sustainable solutions that benefit humanity and the environment.
Full-time, permanent and freelance contract options available with competitive remuneration + benefits.
Support for personal development, training and continuous learning.
Commitment to using new technologies and frameworks, meetups, and knowledge sharing.
Job Segment: Agricultural, Product Development, Sustainable Agriculture, User Experience, Agriculture, Research, Technology"
"Data Scientist - Global Travel Company","Opportunity to lead Data Science initiatives

Opportunity to engage with internal and external stakeholders

About Our Client
Our Client is a global leader within the Travel industry. They have a well established presence of more than 50 partners located worldwide. They are now looking for a Data Scientist to join their growing data science team and work closely with other parts of the business to generate impactful business insights.

Job Description
As the Data Scientist, you are responsible for:

Delivering End to End data science projects while collaborating with both internal and external stakeholders
Identifying gaps in business processes and improvement opportunities
Working with huge data sets, this includes processing, manipulation and analysis required for modelling to influence key business decisions
The Successful Applicant
As a successful applicant, you will have a Masters Degree in Data Science or relevant statistical fields, coupled with 3 - 5 years of experience in the development of machine learning solutions. You will have a proven track record of modelling in scripting languages such as SQL / Python / Java.

In addition, you will have a strong experience in working with Artificial Intelligence frameworks such as TensorFlow, and deployment in cloud environments such as Google Cloud / BigQuery.

What's on Offer
Opportunity to lead Data Science initiatives
Opportunity to engage with internal and external stakeholders
Contact:
Ray Liang
Quote job ref: 4067949
+65 6416 9839
Save Job
Apply
Data Scientist
From email *
To email *
Our Client is a global leader within the Travel industry. They have a well established presence of more than 50 partners located worldwide. They are now looking for a Data Scientist to join their growing data science team and work closely with other parts of the business to generate impactful business insights.
Job Description
As the Data Scientist, you are responsible for:
Delivering End to End data science projects while collaborating with both internal and external stakeholders
Identifying gaps in business processes and improvement opportunities
Working with huge data sets, this includes processing, manipulation and analysis required for modelling to influence key business decisions
The Successful Applicant
As a successful applicant, you will have a Masters Degree in Data Science or relevant statistical fields, coupled with 3 - 5 years of experience in the development of machine learning solutions. You will have a proven track record of modelling in scripting languages such as SQL / Python / Java. In addition, you will have a strong experience in working with Artificial Intelligence frameworks such as TensorFlow, and deployment in cloud environments such as Google Cloud / BigQuery.
What's on Offer
Opportunity to lead Data Science initiatives
Opportunity to engage with internal and external stakeholders
"", ""jobLocation"" : { ""@type"" : ""Place"", ""address"" : { ""@type"" : ""PostalAddress"", ""addressLocality"" : ""Singapore"", ""addressRegion"" : ""Singapore"", ""addressCountry"" : ""SG"" } } }
Function:IT
Specialisation:IT Data Analysis
Industry:Leisure, Travel & Tourism
Location:Singapore
Contract Type:Permanent
Consultant name:Ray Liang
Consultant contact:+65 6416 9839"
"Associate Scientist - Process Development","Associate Scientist - Process Development

A Cell Culture Associate Scientist in process sciences group within the Biologics Drug Substance Process Development department will be responsible for running laboratory cell culture for recombinant proteins. This will involve bench-scale process development and process characterization activities, data documentation, as well as technology transfer. The candidate will work in a team environment, collaborating with various colleagues in Process Development, Manufacturing, Quality, Supply Chain and Facilities.
Participate in teams and collaborate cross-functionally with representatives from other functions and sites to transfer and support drug substance manufacturing processes
Participate in process investigation and improvement
Devise and execute laboratory small scale cell culture studies
Ensure that safe laboratory practices are followed
Ensure that compliance is in place
Basic Qualifications:

Master’s degree & 2 years of Scientific experience OR Bachelor’s degree & 4 years of Scientific experience

Preferred Qualifications:
A BS Scientist with 6+ years pharmaceutical industry or MS scientist 3+ years of relevant experience in the pharmaceutical or related industry which includes participation and contribution to scientific project teams.Hand on experience in running cell cultures at bench scaleExperience in supporting cell culture processes for clinical and/or commercial manufacturingExperience in performing process characterization studies utilizing a design of experiment (DoE) approach (and data analysis using JMP software)A scientific track record which may include peer reviewed publications, scientific conference participationExperience with the use of analytical instruments and interpreting the scientific data based upon these techniques.Demonstrated communication and scientific writing skills.
Please send your resume in WORD format by clicking the apply button below or contact Jochen Surrey on +65 6701 1516 for a confidential discussion. Please note that only short-listed candidates will be contacted. CEI Reg. Number R1878834 (Jochen Nico Surrey)."
"Chief Technology Officer","Wavemaker Partners is Southeast Asia’s leading early-stage venture capital firm investing in enterprise and deep tech companies
Omnistream is a retail algorithms company that turns the world’s largest retailer’s data into profits. We leverage machine learning and operations research to automate an entire portion of the supply chain. We are an outcomes driven company that values intellectual honesty and aggressiveness. Our founder comes from an automated quant trading background - we truly have a culture of meritocracy and outcomes driven development.

Who you are
A Technology Leader with 8-10 years of experience
Background in machine learning, data science with experience leading a team of talented engineers, scientists.
A visionary to lead architecture and design of the analytic platform and solutions.
Eat machine learning for breakfast and fancies optimisation as a hobby.
With a Can do attitude, willing to roll up your sleeves to - dig through production code to formulating data security strategy.
A mindful leader, with an empathetic ear for people. To motivate and help them to be successful in their career.
Falls in love with strategy games.
Technology
Experience to build production quality code in Python at scale.
Ability to review code and provide valuable feedback to ensure quality standards.
Hands on SQL skills and AWS skills.
Sound software engineering principles and design."
"Applications Development Engineer","Job Opening ID: 121130
Singapore, Singapore
Full-Time
Regular
Company Overview
Calling the adventurers ready to join a company that's pushing the limits of nanotechnology to keep the digital revolution rolling. At KLA, we're making technology advancements that are bigger—and tinier—than the world has ever seen.
Who are we? We research, develop, and manufacture the world's most advanced inspection and measurement equipment for the semiconductor and nanoelectronics industries. We enable the digital age by pushing the boundaries of technology, creating tools capable of finding defects smaller than a wavelength of visible light. We create smarter processes so that technology leaders can manufacture high-performance chips—the kind in that phone in your pocket, the tablet on your desk and nearly every electronic device you own—faster and better. We're passionate about creating solutions that drive progress and help people do what wouldn't be possible without us. The future is calling. Will you answer?
Group/Division
With over 40 years of semiconductor process control experience, chipmakers around the globe rely on KLA to ensure that their fabs ramp next-generation devices to volume production quickly and cost-effectively. Enabling the movement towards advanced chip design, KLA's Global Products Group (GPG), which is responsible for creating all of KLA’s metrology and inspection products, is looking for the best and the brightest research scientist, software engineers, application development engineers, and senior product technology process engineers.
The LS-SWIFT Division of KLA’s Global Products Group provides patterned wafer inspection systems for high-volume semiconductor manufacturing. Its mission is to deliver market-leading cost of ownership in defect detection for a broad range of applications in the production of semiconductors. Customers from the foundry, logic, memory, automotive, MEMS, advanced packaging and other markets rely upon high-sample wafer inspection information generated by LS-SWIFT products.
LS (Laser Scanning) systems enable cost-effective patterned wafer defect detection for the industry’s most sophisticated process technologies deployed in leading-edge foundry, logic, DRAM, and NAND fabs. SWIFT (Simultaneous Wafer Inspection at Fast Throughput) systems deliver all-wafer-surface (frontside, backside, and edge) macro inspection that is critical for automotive IC, MEMS, and advanced packaging processes as well as foundry/logic and memory fabs.
LS-SWIFT operates from a global footprint that includes the US, Singapore, India and Germany, and serves a worldwide customer base across Asia, Europe and North America.
Responsibilities
Following standard procedures, provide applications development support to SWIFT product.
Develop test cases; characterize customers’ defects, new products and/or features.
Provide technical support in the development and implementation of customer applications dealing with SWIFT products and features.
Provide specific product demonstrations on all aspects of highly complex products to customers and assess potential applications to meet customer needs; prepare detailed product specifications.
The ideal candidate will possess strong technical skills, be current in the customer use case domain, have excellent oral and written communication skills and the ability to work independently.
The candidate will also be required to work towards characterization of the tool/algorithm performance and for providing clear feedback to the Engineering teams for product improvement, especially during Alpha/Beta tests.
Strong technical skills are required to understand the functionality and capabilities of these tools and for providing root cause analysis and potential solutions for customers.
Such skills include (but are not limited to) techniques for data analysis/processing, statistical analysis as well as the ability to quickly pick up and understand customer requirements and processes.
50% travel will be required

Qualifications
Candidate must have Master’s or Bachelor's Degree in Engineering, Physics, Material Science, or related fields.
The ideal candidate will have a working knowledge of semiconductor manufacturing.
Must have excellent oral and written communication, organizational, analytical, and interpersonal skills.
Candidate must be self-driven, yet a strong team player."
"Data Engineer/ Analyst","Representing a global MNC in recruiting Data Engineer/ Analyst to join the team. This newly created position reports to the Head of Analytics and will be involved in full cycle of analytic projects within the organisation.
Responsibilities:Support the organisation worldwide data analytics initiativesDevelop and implement databases, data collection systems, data analytics and other strategies that optimise statistical efficiency and qualityWork with stakeholders to gather requirement, understand the requirement, and propose feasible solutions to resolve itFull cycle of project lifecycle - from planning, requirement, design, develop, implement and maintain Enterprise Data Warehouse and analytics solutionAcquire data from a multiple data sources, develop and maintain data model and database for target useDesign and implement process and logic to extract, transform and load (ETL) data from multiple data sourcesAnalyze high-volume, high-dimensionality and high-volatility structured and/or unstructured data to obtain business insights and recommendations using statistical techniques/toolsDesign and generate reports, data visualisation and dashboards that support target use/metrics
Qualifications:Bachelor/ Master Degree, preferably in Data Analytics or Computer Science/ Information Technology domainAt least 1-2 years of hands-on experience as Data Engineer/ AnalystTechnologies like Python, R, NoSQL, SQL, Azure Datawarehouse, Azure Data Factory, PowerBI, C#.Net, or other open source analytics software would be idealExperience with generation report, dashboard, data visualisation, data mapping, modelling, ETL, transformationEnthusiastic individual that is constantly looking forward to learn new technologiesStrong interpersonal and communication skills to work effectively with users, stakeholders and vendorsAbility to work under pressure and tight dateline, while delivering quality outputs
BenefitsOpportunity to be involved in enterprise level and global projectsBe part of a team of passionate data analytic, data scientist, data engineer and learn from the bestWork life balance environment with great benefits and amazing cultureGood annual remuneration package, training opportunities, and career growth
If you like what you have been reading so far, please quickly send across your updated CV in words to j.chua@pearsonfrank.com for a confidential chat.
EA License Number: 11C3017
EA Personnel Number: R165855"
"Research Associate","Roles & Responsibilities
Energy Research Institute at NTU (ERIAN) is seeking for candidates the position of research associate with strong knowledge on automotive engineering, power train technologies and vehicle energy storage systems who can perform comprehensive behavior and life cycle assessment and modelling of electric and autonomous vehicles. The candidates are expected to have working knowledge and hands-on experience on electric vehicles and related power and energy systems modeling. He/she must be able to perform analogue experiments in the laboratory. The tasks involve quantitative analysis of energy performance of electric autonomous vehicles based on elaborate real time data collection and modelling.
The successful candidate will work in a vibrant environment with state-of-the-art laboratory and with a team of multi-disciplinary researchers and scientists.
Work on electric autonomous vehicle modeling and characterization and perform energy and life assessment.
Perform in-vehicle data collection and analytics.
Hands-on experience in simulation model and data acquisition.
Data modelling for the real time driving scenarios and validation of the vehicle simulation model using the driving data.
Working knowledge on Robotic Operating Systems (ROS) is desired.
Perform cost analysis and business case for the new technologies in electric autonomous vehicles and their energy storage system.
RequirementsMSc in Mechanical or Electrical Engineering with background in automotive engineering or energy storage management or power train development for electric vehicles.
Strong technical skills in thermal modeling, battery characterization and life cycle assessment.
Deep knowledge and working experience in the use of MATLAB and other simulation tools such as Simulink, AmeSIM, and ANSYS, FLUENT or other related software.
Experience in data collection using DAQ tools, data analytics and data modelling.
Experience in handling electric vehicle diagnostics and sensor installation.
Knowledge on vehicle CAN, OBD and ROS is desired.
Experience in programming languages (C, C++) and scripting languages (R, Python) is an advantage."
"Software Engineer [Labrador Park| $3450] - SPMHOC","No Experience Required Training will be Provided Location: Labrador Park Working Day: 5 Days work week Salary: $3450 Jobs Responsibilities: Assist the team to setup and maintain the CI/CD development pipeline Understand the development of CI/CD and incorporate tools to support the pipeline Assist in necessary phases of project implementation, technical design, development, testing and deployment Collaborate with system architect to develop microservices Assist in proof-of-concept setups for demonstration purposes Collaborate with data scientist in curation, pre-processing of data and analysis of experiment output Requirements: Singaporean Only Minimum Degree in IT/Computer Science/Info Comm or its equivalent Knowledge of CI/CD, Java, Javascript or Python will be an advantage How to Apply? Interested candidates please Email your resume to [Click Here to Email Your Resume] or click “Apply Now” **We regret that only shortlisted candidates will be notified. ** By submitting any application or resume to us, you will be deemed to have agreed & consented to us collecting, using, retaining & disclosing your personal information to prospective employers for their consideration. Ho Kah Yeow (Marcus) | R1879233 ScienTec Consulting Pte Ltd (Scientec Personnel) | 11C5781"
"User Experience Designer","Roles & Responsibilities
We're thinking big and are ready to disrupt the current enterprise landscape integrating AI with Business. And if you have the appetite for it, you will fit right in. We are looking for exceptional UX designers to create amazing experiences for our mobile and web apps, and to promote usability-best practices and empathy for the user. Ultimately, you'll help shape the look and behavior of our products alongside our Product Managers and a team of exceptional AI engineers.

Our designers will apply UX principles to create engaging, valuable, and intuitive mobile and web experiences that align with our product strategy and meet user requirements.

You will represent the user and evangelize user-centered methodologies across the product team to ensure innovative designs that truly meet customer and user needs. You will be on a team comprised of engineers, product, and data scientists charged with optimizing mobile and web apps for communicating business intelligence insights and workflow results to commercial users.

Responsibilities:
Gain a deep understanding of the user needs and goals and communicate them to cross functional product teams though a variety of user research methods and findings deliverables.Work closely with the product team to launch new features and evolve existing ones based on an understanding of user needs, business goals, and technical constraints.Facilitate usability testing sessions and turn learnings and insights into design improvements.Deliver task flows, wireframes, prototypes, and other interactive design deliverables.Provide assets, specifications, intended interaction documents, and guidance for implementation of the user interface throughout the development process.Create a living design system (UI pattern library, design principles, style guide) for consistency across products and to help improve collaboration.
Requirements:
At least 5 years’ experience designing and delivering products and services.Proven track record for designing exceptional solutions for complex, mobile apps for both iOS and Android.Demonstrable design portfolio.Deep understanding of general mobile patterns, Material Design, and iOS Human Interface Guidelines.Passion for the field of user experience. Self-motivated and enthusiastic; knows when it’s necessary to seek out guidance.Experience facilitating activities to gather insights on user needs and goals and conducting usability testing.Strong visual design skills and sensibilities.Expert in modern design tools (UI Design, Wireframing, and Prototyping tools) such as Sketch, Photoshop, XD, Balsamiq, Flinto, InVision, Proto.io, UXPin, and Zeplin.Highly organized with planning, conducting and tracking work.Excellent communication and interpersonal skills; ability to work successfully with remote teams.Ability to articulate design decisions and advocate for the user.Familiarity with Conversational UI preferred.Experience with Data Visualization preferred.Experience with Agile preferred.
Industry you come from:
EnterpriseIndustrialSoftware as a Service (SaaS)Information Technology and ServicesGaming
Industry we work in:

Our users are operators, technicians, sales professionals, executives, and field service personnel from all levels of the enterprise ecosystem.
EnterpriseIndustrial
Benefits:

Our company is just entering our growth curve.
Stock OptionMarket SalaryIncentive Bonus"
"Data Scientist / Data Analyst","We are currently hiring for a Data Analyst for a leading market research industry.

Role & responsibilities: In this role you will ….
Take charge of the full life cycle of analytics from understanding client requirements through to implementation
Work on a range of adhoc projects as needed by the business
Undertake statistical analysis and data mining
Design data reports and visualization tools to facilitate data understanding
Develop solutions and recommendations to address information needs
Take charge of business reporting on monthly, quarterly and adhoc basis
Perform data validation and quality control checks
Experience required:
Relevant Bachelor’s degree in engineering, statistics, mathematics or similar
Up to 2 years of professional working experience and/or internships
Strong analytical skills including data mining and statistical analysis
Experience using statistical tools such as SPSS, R, Excel etc
Strong communication skills and able to talk to wide range of internal and external stakeholders
Previous market research experience (preferred)
Data visualization experience using tools such as Tableau, Power BI, etc (preferred)
Working knowledge of Pthon, VBA, Java (preferred)
Good attention to detail, creative, self-starter, independent, highly methodological"
